Gene name	Human gene name
Rbm43	RBM43
AI467606	C16orf54
Eif2b3	EIF2B3
Qprt	QPRT
Cldn15	CLDN15
Spn	SPN
Prkag3	PRKAG3
Cd2bp2	CD2BP2
Znhit1	ZNHIT1
Rtn4rl1	RTN4RL1
Hic1	HIC1
Nmi	NMI
Gm22335	RNU6-583P
Ptch2	PTCH2
Fignl1	FIGNL1
Tbc1d10b	TBC1D10B
Csrnp1	CSRNP1
Ikzf1	IKZF1
Plod3	PLOD3
Xirp1	XIRP1
Btbd19	BTBD19
Ccr8	CCR8
Mylpf	MYL11
Slc25a38	SLC25A38
Wnt6	WNT6
Tnfaip6	TNFAIP6
Wnt10a	WNT10A
Dynlt4	DYNLT4
Vgf	VGF
Rif1	RIF1
Zfand2b	ZFAND2B
Tars3	TARS3
Plk3	PLK3
Ap1s1	AP1S1
Nt5dc3	NT5DC3
Trim56	TRIM56
Uqcc6	UQCC6
Krt32	KRT32
Muc3a	MUC3A
Krt35	KRT35
Tm2d3	TM2D3
Ache	ACHE
Hsp90b1	HSP90B1
Snora62	SNORA62
Iba57	IBA57
Mobp	MOBP
Gjc2	GJC2
Guk1	GUK1
Ufsp1	UFSP1
Rps8	RPS8
Trip6	TRIP6
Abcb6	ABCB6
Pcsk6	PCSK6
Snord38a	SNORD38A
Gm26330	SNORD46
Snord55	SNORD55
Kif2c	KIF2C
Slc12a9	SLC12A9
Neb	NEB
Tmem123	TMEM123
Mrpl55	MRPL55
Birc2	BIRC2
Ephb4	EPHB4
2310033P09Rik	C1orf35
Atg9a	ATG9A
Arf1	ARF1
Birc3	BIRC3
Elac2	ELAC2
Yap1	YAP1
Snrpa1	SNRPA1
Armh1	ARMH1
Samd5	SAMD5
Tmem53	TMEM53
Nppb	NPPB
Dkkl1	DKKL1
Nppa	NPPA
Clcn6	CLCN6
Tead2	TEAD2
Cfap300	CFAP300
Ankzf1	ANKZF1
Cep126	CEP126
Arhgap44	ARHGAP44
Zan	ZAN
Trpc6	TRPC6
Mir135a-2	MIR135A2
Glb1l	GLB1L
Mir1251	MIR1251
Cd37	CD37
Mthfr	MTHFR
Hebp2	HEBP2
Arfgef3	ARFGEF3
Dnm2	DNM2
Trbv31	TRBV30
Agtrap	AGTRAP
Slc6a16	SLC6A16
Draxin	DRAXIN
Myocd	MYOCD
Mad2l2	MAD2L2
Sh2d6	SH2D6
Epo	EPO
Trpm4	TRPM4
Stk16	STK16
Pop7	POP7
Fbxo6	FBXO6
Gigyf1	GIGYF1
Sgca	SGCA
Tuba4a	TUBA4A
Gnb2	GNB2
Zfp638	ZNF638
Ppp1r9b	PPP1R9B
Arl5a	ARL5A
Dnajb2	DNAJB2
Fbxo44	FBXO44
Stam2	STAM2
Hrc	HRC
Samd14	SAMD14
Ppfia3	PPFIA3
Pdk2	PDK2
Prrc2a	PRRC2A
Ptprn	PTPRN
Itga3	ITGA3
Actl6b	ACTL6B
Prpf40a	PRPF40A
Fbxo2	FBXO2
Lrrc69	LRRC69
Ncapd3	NCAPD3
Gm11837	C8orf88
Necab1	NECAB1
Resp18	RESP18
Tfr2	TFR2
Lin7b	LIN7B
Dnpep	DNPEP
Sh3gl2	SH3GL2
Grep1	GREP1
Snrnp70	SNRNP70
Agbl4	AGBL4
Pkmyt1	PKMYT1
Dlx3	DLX3
Tac4	TAC4
Paqr4	PAQR4
Bahcc1	BAHCC1
Elmod1	ELMOD1
Kremen2	KREMEN2
Efcab12	EFCAB12
Bend5	BEND5
Arl6ip6	ARL6IP6
Zfand4	ZFAND4
Gm25898	RNU6-922P
Nptn	NPTN
Flywch1	FLYWCH1
Rprm	RPRM
Galnt13	GALNT13
Des	DES
Spata6	SPATA6
Mospd3	MOSPD3
Flywch2	FLYWCH2
Kcna7	KCNA7
Prpsap1	PRPSAP1
Klrd1	KLRD1
Ntf5	NTF4
Srrm2	SRRM2
Lhb	SAXO3
Pik3c2g	PIK3C2G
Ruvbl2	RUVBL2
Myl2	MYL2
Kcnj3	KCNJ3
Sphk1	SPHK1
Nr4a2	NR4A2
Tle3	TLE3
Elob	ELOB
Prss33	PRSS33
Prss41	PRSS41
Gpd2	GPD2
Gys1	GYS1
Slc5a9	SLC5A9
Sp100	SP140
Tmem214	TMEM214
Prss21	PRSS21
Ten1	TEN1
Bax	BAX
Cdk3	CDK3
Evpl	EVPL
Galnt5	GALNT5
Wrap53	WRAP53
Dhdh	DHDH
Ermn	ERMN
Grin2b	GRIN2B
Sbpl	ZG16B
Trp53	TP53
Cytip	CYTIP
Tulp2	TULP2
Agbl5	AGBL5
Prss22	PRSS22
Gm26105	RNU2-60P
Prss27	PRSS27
Acvr1c	ACVR1C
Kctd5	KCTD5
Nfe2l3	NFE2L3
Pdpk1	PDPK1
Hnrnpa2b1	HNRNPA2B1
Ptprd	PTPRD
Acvr1	ACVR1
Atp1b2	ATP1B2
Shbg	SHBG
Nucb1	NUCB1
Sat2	SAT2
Inpp5d	INPP5D
Sox15	SOX15
Mpdu1	MPDU1
Upp2	UPP2
Cbx3	CBX3
Pkp4	PKP4
Amdhd2	AMDHD2
Eif4a1	EIF4A1
Snx10	SNX10
Ppp1r15a	PPP1R15A
Hsd17b14	HSD17B14
Ost4	OST4
Emilin1	EMILIN1
Atp6v0c	ATP6V0C
Il17ra	IL17RA
Gm24029	SNORA67
Gm25835	SNORD10
Senp3	SENP3
Bcat2	BCAT2
Slc26a8	SLC26A8
Khk	KHK
Tmem121b	TMEM121B
Hdhd5	HDHD5
Gm56000	RNU6-152P
Cntnap2	CNTNAP2
Fgf21	FGF21
Fut1	FUT1
Mapk14	MAPK14
Izumo1	IZUMO1
Cgref1	CGREF1
Preb	PREB
Igdcc4	IGDCC4
Rasip1	RASIP1
Tnfsf13	TNFSF13
Kxd1	KXD1
Mamstr	MAMSTR
Dapl1	DAPL1
Cul1	CUL1
Tanc1	TANC1
Tcf23	TCF23
Tnfsf12	TNFSF12
Srsf9	SRSF9
Gatc	GATC
Polr2a	POLR2A
Triap1	TRIAP1
Cox6a1	COX6A1
Oaz2	OAZ2
Msi1	MSI1
Ezh2	EZH2
Cfdp1	CFDP1
Tmem170	TMEM170A
Or52p1	OR52P1
Rfx7	RFX7
Tmem231	TMEM231
Gabarapl2	GABARAPL2
Gm36210	C19orf85
Zfp628	ZNF628
Adat1	ADAT1
Col6a5	COL6A5
Nat14	NAT14
Ssc5d	SSC5D
Pla2g1b	PLA2G1B
Wdsub1	WDSUB1
Sbk2	SBK2
Cacna2d2	CACNA2D2
Grxcr1	GRXCR1
Kars1	KARS1
Zbtb4	ZBTB4
Zfp579	ZNF579
Rsrc2	RSRC2
Fiz1	FIZ1
Chrnb1	CHRNB1
Baz2b	BAZ2B
Atg16l1	ATG16L1
Terf2ip	TERF2IP
Zfp524	ZNF524
Gipc1	GIPC1
Zfp865	ZNF865
Fgf11	FGF11
Gabrd	GABRD
Ccdc106	CCDC106
Pkn1	PKN1
Tmem102	TMEM102
Spem3	SPEM3
Spem2	SPEM2
Spem1	SPEM1
Cfap74	CFAP74
Nlgn2	NLGN2
Gng5c	GNG5B
Mapk13	MAPK13
Zfp784	ZNF784
Zfp580	ZNF580
Epn1	EPN1
Marchf7	MARCHF7
Tmem256	TMEM256
Plscr3	PLSCR3
Gata2	GATA2
Tmem52	TMEM52
Cd302	CD302
Dnajb8	DNAJB8
Eefsec	EEFSEC
Tnk1	TNK1
Ly75	LY75
Gnb1	GNB1
Brpf3	BRPF3
Nlrp2	NLRP2
Kntc1	KNTC1
Klf14	KLF14
Mir29a	MIR29A
Mir29b-1	MIR29B1
Zfp566	ZNF566
Ptger1	PTGER1
Tsks	TSKS
Tmem95	TMEM95
Pla2r1	PLA2R1
Ddx39a	DDX39A
Kctd11	KCTD11
Fxr2	FXR2
Cpt1c	CPT1C
Sag	SAG
Adgre5	ADGRE5
Hcar1	HCAR1
Denr	DENR
Card14	CARD14
Pnpla1	PNPLA1
Itgb6	ITGB6
Hip1r	HIP1R
Dgkd	DGKD
Bnip5	BNIP5
Fblim1	FBLIM1
Prmt1	PRMT1
Pxt1	PXT1
Sgsh	SGSH
Kctd20	KCTD20
Usp40	USP40
Slc26a11	SLC26A11
Rbms1	RBMS1
Vps37b	VPS37B
Tmem82	TMEM82
Rbak	RBAK
Slc25a34	SLC25A34
Endov	ENDOV
Plekhm2	PLEKHM2
1700067K01Rik	C19orf67
Zfp12	ZNF12
Pou4f2	POU4F2
Nptx1	NPTX1
Zfp316	ZNF316
Ddi2	RSC1A1
Chmp6	CHMP6
Zfp853	ZNF853
Ints15	INTS15
Slc10a7	SLC10A7
Stk38	STK38
Zdhhc4	ZDHHC4
Srm	SRM
Bcl2l12	BCL2L12
Baiap2	BAIAP2
Tank	TANK
Masp2	MASP2
Irf3	IRF3
Layn	LAYN
Tardbp	TARDBP
Btg4	BTG4
Grid2ip	GRID2IP
Hoatz	HOATZ
Scaf1	SCAF1
Mir34c	MIR34C
Mir34b	MIR34B
Lsm6	LSM6
Pou2af1	POU2AF1
Pou2af3	POU2AF3
Aatk	AATK
Pou2af2	POU2AF2
Psmd14	PSMD14
Tmem161a	TMEM161A
Srsf3	SRSF3
Mmp3	MMP3
Rras	RRAS
Mmp20	MMP20
Prr12	PRR12
Tbr1	TBR1
Mmp7	MMP7
Prrg2	PRRG2
Ugt1a1	UGT1A1
Kdelr2	KDELR2
Polr2m	POLR2M
Slc4a10	SLC4A10
Daglb	DAGLB
Cdkn1a	CDKN1A
Mroh2a	MROH2A
Rab44	RAB44
Myzap	MYZAP
Hjurp	HJURP
Rac1	RAC1
Nosip	NOSIP
Slc25a42	SLC25A42
Trpm8	TRPM8
Armc6	ARMC6
Fam220a	FAM220A
Spaca6	SPACA6
Atosa	ATOSA
Rest	REST
Rptor	RPTOR
Noa1	NOA1
Sugp2	SUGP2
Polr2b	POLR2B
Mir99b	MIR99B
Mirlet7e	MIRLET7E
Mir125a	MIR125A
Has1	HAS1
Fpr1	FPR1
Rcn3	RCN3
Gm572	CIROZ
Cers1	CERS1
Igfbp7	IGFBP7
Arpp19	ARPP19
Spp2	SPP2
Fcgrt	FCGRT
Micall2	MICALL2
Myo5a	MYO5A
Tsn	TSN
Mir150	MIR150
Rps11	RPS11
Gdf1	GDF1
Mdfi	MDFI
Nifk	NIFK
Snord35b	SNORD35B
Rpl13a	RPL13A
Ints1	INTS1
Clasp1	CLASP1
Ankrd11	ANKRD11
Pex14	PEX14
Foxp4	FOXP4
Or10k2	OR10K1
Dffa	DFFA
Ndufb7	NDUFB7
Or1r1	OR1R1P
Aspa	ASPA
Tecr	TECR
Dpp4	DPP4
Creb3	CREB3
Spata22	SPATA22
Snord35a	SNORD35A
Snord34	SNORD34
Snord33	SNORD33
Flt3l	FLT3LG
Gba2	GBA2
Gatm	GATM
Myo5c	MYO5C
Afg2b	AFG2B
AA467197	C15orf48
Gm22381	RNU6-180P
Rgp1	RGP1
Mir147	MIR147B
Slc30a4	SLC30A4
Aldh16a1	ALDH16A1
Gnb5	GNB5
C1qtnf4	C1QTNF4
Mafk	MAFK
Dnajb1	DNAJB1
Ndufs3	NDUFS3
Tmem184a	TMEM184A
Elavl1	ELAVL1
Kbtbd4	KBTBD4
Msmp	MSMP
Npr2	NPR2
Ptpmt1	PTPMT1
Trem1	TREM1
Celf1	CELF1
Psmg3	PSMG3
Treml4	TREML4
Commd8	COMMD8
Or1d2	OR1D2
Alox15	ALOX15
Mrpl4	MRPL4
Pih1d1	PIH1D1
Gm25768	RNU6-1258P
Oas2	OAS2
Rtbdn	RTBDN
Pelp1	PELP1
Oas3	OAS3
Rnaseh2a	RNASEH2A
Treml2	TREML2
Icam1	ICAM1
Spag8	SPAG8
Arrb2	ARRB2
Slc17a7	SLC17A7
Trem2	TREM2
Hint2	HINT2
Icam4	ICAM4
Fam221b	FAM221B
Icam5	ICAM5
Treml1	TREML1
Gm49661	THSD8
Prdx2	PRDX2
Tmem8b	TMEM8B
Gfy	GFY
Zglp1	ZGLP1
Pth2	PTH2
Kash5	KASH5
Nfya	NFYA
Fdx2	FDX2
Tbcb	TBCB
Junb	JUNB
Raver1	RAVER1
Hook2	HOOK2
Polr2i	POLR2I
Or13j1	OR13J1
Hsph1	HSPH1
Tyk2	TYK2
Ovol3	OVOL3
Wdr62	WDR62
Med11	MED11
Zmynd15	ZMYND15
Rapsn	RAPSN
Rusc2	RUSC2
Ap5s1	AP5S1
Oard1	OARD1
Actg1	ACTG1
Apobec2	APOBEC2
Mavs	MAVS
Best2	BEST2
Tspo2	TSPO2
Unc5cl	UNC5CL
Clip3	CLIP3
Cdc37	CDC37
Fscn2	FSCN2
B3glct	B3GLCT
Faap100	FAAP100
Get3	GET3
Alkbh6	ALKBH6
Pde4a	PDE4A
Trir	TRIR
Pank2	PANK2
Tnpo2	TNPO2
Brdt	BRDT
Tspan10	TSPAN10
Pde6g	PDE6G
Syne4	SYNE4
Oxld1	OXLD1
Ccdc137	CCDC137
Ephx4	EPHX4
Mir103-2	MIR103A2
Rnf24	RNF24
Cimip2b	CIMIP2B
Arl16	ARL16
Btbd8	BTBD8
Keap1	KEAP1
Sdhaf1	SDHAF1
Lrfn3	LRFN3
Gm25259	RNU2-9P
Tyrobp	TYROBP
Tesk1	TESK1
Hgs	HGS
Tgm6	TGM6
Hcst	HCST
1700028K03Rik	C1orf146
Fbxw9	FBXW9
S1pr5	S1PR5
Nfkbid	NFKBID
Atg4d	ATG4D
Cd72	CD72
Snrpb	SNRPB
Aplp1	APLP1
Dhps	DHPS
Tmc2	TMC2
Jhy	JHY
Crtam	CRTAM
Nop56	NOP56
Wdr83	WDR83
Mrpl12	MRPL12
Kirrel2	KIRREL2
Ubash3b	UBASH3B
Slc25a10	SLC25A10
Rfc5	RFC5
Sit1	SIT1
Wdr83os	WDR83OS
Ccdc107	CCDC107
Man2b1	MAN2B1
Ksr2	KSR2
Gcgr	GCGR
Nphs1	NPHS1
Adar	ADAR
Arhgef39	ARHGEF39
Sorl1	SORL1
Abhd1	ABHD1
Atp10d	ATP10D
Nploc4	NPLOC4
Snord110	SNORD110
Gm23187	SNORD86
Gm23650	SNORD56
Snord57	SNORD57
Idh3b	IDH3B
Car9	CA9
Sc5d	SC5D
Spdya	SPDYA
Ctbp1	CTBP1
Zfp791	ZNF791
Iqcf3	IQCF3
Raly	RALY
Cldn25	CLDN25
Tpm2	TPM2
Elp6	ELP6
Prodh2	PRODH2
Wdr43	WDR43
Scap	SCAP
Arhgap33	ARHGAP33
Tln1	TLN1
Tmem248	TMEM248
Nherf1	NHERF1
Snord92	SNORD92
Ptpn23	PTPN23
Snord53	SNORD53
Gm22858	SNORD53B
Sfta2	SFTA2
Nat9	NAT9
Sbds	SBDS
Tpm3	TPM3
Plcb2	PLCB2
Klhl18	KLHL18
Acbd4	ACBD4
Proser3	PROSER3
Tfcp2l1	TFCP2L1
Kif9	KIF9
Tpst1	TPST1
Hspb6	HSPB6
Cdk18	CDK18
Mir340	MIR340
Tbc1d9b	TBC1D9B
Cort	CORT
Lin37	LIN37
Cenps	CENPS
Adora1	ADORA1
Gng13	GNG13
Psenen	PSENEN
Gm25091	SNORD102
Gm23202	SNORA27
Pgd	PGD
Gtf3a	GTF3A
Elf3	ELF3
Ptprs	PTPRS
Inafm2	INAFM2
U2af1l4	U2AF1L4
Ccdc9b	CCDC9B
Kprp	KPRP
Kplce	KPLCE
Disp2	DISP2
Kif1b	KIF1B
Rnpep	RNPEP
Mrnip	MRNIP
Setd2	SETD2
Crybb2	CRYBB2
Sqstm1	SQSTM1
Crnn	CRNN
Crybb3	CRYBB3
Flg2	FLG2
Flg	FLG
Knstrn	KNSTRN
Timm17a	TIMM17A
Hrnr	HRNR
Mgat4b	MGAT4B
Rptn	RPTN
Lmod1	LMOD1
Tchh	TCHH
Tchhl1	TCHHL1
Shisa4	SHISA4
2900026A02Rik	KIAA1671
Ipo9	IPO9
Acp6	ACP6
Ltc4s	LTC4S
Lhfpl7	LHFPL7
Maml1	MAML1
Sgsm1	SGSM1
Bcl9	BCL9
Ivd	IVD
Nbeal2	NBEAL2
Canx	CANX
Nav1	NAV1
Mall	MALL
Mtln	MTLN
Bub1	BUB1
Cby3	CBY3
Hnrnph1	HNRNPH1
Tlr2	TLR2
Dclk2	DCLK2
Ube4b	UBE4B
Smox	SMOX
Igflr1	IGFLR1
Kmt2b	KMT2B
Rufy1	RUFY1
Csrp1	CSRP1
Nf1	NF1
Phlda3	PHLDA3
Tnni1	TNNI1
Znrf4	ZNRF4
Septin11	SEPTIN11
Tincr	TINCR
Safb2	SAFB2
Zbtb32	ZBTB32
Rbp7	RBP7
Lad1	LAD1
Upk1a	UPK1A
Nmnat1	NMNAT1
Cox6b1	COX6B1
Ccdc12	CCDC12
Tnnt2	TNNT2
Rrm1	RRM1
Lzic	LZIC
Ccni	CCNI
Safb	SAFB
Ccng2	CCNG2
Adra1d	ADRA1D
Or52b4	OR52B4
Arl14ep	ARL14EP
Or52k2	OR52K2
Fshb	FSHB
Slc26a6	SLC26A6
Or51t4	OR51T1
Gm23925	SNORA71
Gm25187	SNORA71E
Gm25129	SNORA60
Ralgapb	RALGAPB
Or51a7	OR51A7
Kirrel1	KIRREL1
Or51g2	OR51G2
Or51g1	OR51G1
Gm56005	RN7SKP252
Eomes	EOMES
Micos13	MICOS13
Rpl36	RPL36
Lonp1	LONP1
Mir100	MIR100
Mir125b-1	MIR125B1
Cxcl13	CXCL13
Shfl	SHFL
Cnot6l	CNOT6L
Catsperd	CATSPERD
Angptl6	ANGPTL6
Ppan	PPAN
Fcrl1	FCRL1
Or6a2	OR6A2
Ranbp3	RANBP3
Gm24067	SNORD105
Gm23008	SNORD105B
Adig	ADIG
Eif3g	EIF3G
Or51l1	OR51L1
Slc32a1	SLC32A1
Or52n1	OR52N1
Omg	OMG
Actr5	ACTR5
Ascl2	ASCL2
Evi2b	EVI2B
Dnmt1	DNMT1
Evi2a	EVI2A
Tspan32	TSPAN32
Rab11fip4	RAB11FIP4
Ppp1r16b	PPP1R16B
Vmac	VMAC
Gm25867	RNU6-570P
Mir193a	MIR193A
Cxcl16	CXCL16
Ndufa11	NDUFA11
Gm55574	RNU6-638P
Usp36	USP36
Nrtn	NRTN
Dus3l	DUS3L
Prr22	PRR22
Arhgap40	ARHGAP40
Rfx2	RFX2
Fam83c	FAM83C
Pkp1	PKP1
Lgals3bp	LGALS3BP
Uqcc1	UQCC1
Cant1	CANT1
Etv3	ETV3
Mrpl1	MRPL1
Igfn1	IGFN1
Etv3l	ETV3L
Acsbg2	ACSBG2
C1qtnf1	C1QTNF1
Cd81	CD81
Arhgef11	ARHGEF11
Kctd7	KCTD7
Rasl11a	RASL11A
Engase	ENGASE
Spon2	SPON2
Tmem129	TMEM129
Trpm5	TRPM5
Mllt1	MLLT1
Tacc3	TACC3
Tmem9	TMEM9
Acer1	ACER1
Clpp	CLPP
Gdf5	GDF5
Alkbh7	ALKBH7
Cep250	CEP250
Pou2f1	POU2F1
Pspn	PSPN
Timp2	TIMP2
Gtf2f1	GTF2F1
Cep295nl	CEP295NL
Khsrp	KHSRP
Dnai2	DNAI2
Kif19a	KIF19
Tssc4	TSSC4
Slc25a41	SLC25A41
Kcnq1	KCNQ1
Slc25a23	SLC25A23
S1pr2	S1PR2
Btbd17	BTBD17
Fgfr3	FGFR3
Crb3	CRB3
Gpr142	GPR142
Gprc5c	GPRC5C
Cdkn1c	CDKN1C
Dennd1c	DENND1C
Slc22a18	SLC67A1
Cd300lb	CD300LB
6430550D23Rik	C20orf173
Ergic3	ERGIC3
Styxl2	STYXL2
Gpa33	GPA33
Phlda2	PHLDA2
Tubb4a	TUBB4A
Ttyh1	TTYH1
Mael	MAEL
Tnfsf9	TNFSF9
Cd300e	CD300E
Cd70	CD70
Tmem104	TMEM104
Tnfsf14	TNFSF14
C3	C3
Ildr2	ILDR2
Grin2c	GRIN2C
Mir9-1	MIR9-1
Rhbg	RHBG
Tsacc	TSACC
Fads6	FADS6
Spag4	SPAG4
Cct3	CCT3
Otop2	OTOP2
Dnah14	DNAH14
Ush1g	USH1G
Otop3	OTOP3
Gpr108	GPR108
Letm1	LETM1
Hid1	HID1
Nsd2	NSD2
Fbxo28	FBXO28
Leng8	LENG8
Trip10	TRIP10
Kctd3	KCTD3
Cdr2l	CDR2L
Rab37	RAB37
Erich3	ERICH3
Clpb	CLPB
Kcnk2	KCNK2
Dlx4	DLX4
Cyb561	CYB561
Tnni3k	TNNI3K
Vav1	VAV1
Gm23690	RNU6-46P
Lbr	LBR
Ace	ACE
Enah	ENAH
Fpgt	FPGT
Lrriq3	LRRIQ3
Nelfa	NELFA
Kcnh6	KCNH6
Nfs1	NFS1
Nat8l	NAT8L
Ndn	NDN
Nicol1	NICOL1
Magel2	MAGEL2
Dcaf7	DCAF7
Mkrn3	MKRN3
Zfp329	ZNF329
Zbtb45	ZBTB45
Taco1	TACO1
Map3k3	MAP3K3
Aadacl2	AADACL2
Romo1	ROMO1
Aadac	AADAC
Sucnr1	SUCNR1
Limd2	LIMD2
Il36b	IL36B
Fam133b	FAM133B
Il36g	IL36G
Cd5l	CD5L
Strada	STRADA
Srp9	SRP9
Il36a	IL36A
Il36rn	IL36RN
Abl2	ABL2
Pex1	PEX1
Ccdc47	CCDC47
Il1f10	IL1F10
Tor3a	TOR3A
Sae1	SAE1
Lnpep	LNPEP
Ddx42	DDX42
Fam20b	FAM20B
Arhgap35	ARHGAP35
Ftsj3	FTSJ3
Gatad1	GATAD1
Ralgps2	RALGPS2
Gm55578	RN7SKP266
Atp5f1c	ATP5F1C
Ap2s1	AP2S1
Psmc5	PSMC5
Slc1a5	SLC1A5
Afdn	AFDN
Ankib1	ANKIB1
Smarcd2	SMARCD2
Fkrp	FKRP
Strn4	STRN4
Kin	KIN
Itih2	ITIH2
Krit1	KRIT1
Cd79b	CD79B
Scn4a	SCN4A
Prr29	PRR29
Prkd2	PRKD2
Icam2	ICAM2
Dhrs13	DHRS13
Dact2	DACT2
Flot2	FLOT2
Nsun7	NSUN7
Dact3	DACT3
Gng8	GNG8
Ptgir	PTGIR
Ercc2	ERCC2
Uchl1	UCHL1
Lypd6b	LYPD6B
Mir144	MIR144
Eral1	ERAL1
Pcolce	PCOLCE
Kynu	KYNU
Fam222b	FAM222B
Traf4	TRAF4
Nek8	NEK8
Fbxo24	FBXO24
Lrch4	LRCH4
Or8u3	OR8U3
Tlcd1	TLCD1
Klc3	KLC3
Or9g4	OR9G4
Angptl1	ANGPTL1
Rpl23a	RPL23A
Or9g20	OR9G1
Ckm	CKM
Snord42a	SNORD42A
Or5ar1	OR5AR1
Snord4a	SNORD4A
Snord42b	SNORD42B
Rab34	RAB34
Or5ap2	OR5AP2
Kif14	KIF14
Gm24037	RNU2-54P
Mark4	MARK4
Sap25	SAP25
Or5d20	OR5G3
Agfg2	AGFG2
Cacna1e	CACNA1E
Proca1	PROCA1
Gm23099	RNVU1-34
Bloc1s3	BLOC1S3
Trappc6a	TRAPPC6A
Supt6	SUPT6H
Or4c3	OR4C3
Or4x5	OR4X1
Nkpd1	NKPD1
Nyap1	NYAP1
Ppp1r37	PPP1R37
Gemin7	GEMIN7
Bltp2	BLTP2
Ppp1r35	PPP1R35
Mtarc1	MTARC1
Zfp296	ZNF296
Mepce	MEPCE
Clasrp	CLASRP
Tor1aip1	TOR1AIP1
Zcwpw1	ZCWPW1
Clvs2	CLVS2
Or4p4	OR4P4
Rskr	RSKR
Alx4	ALX4
Ext2	EXT2
Tor1aip2	TOR1AIP2
Spag5	SPAG5
Rsph4a	RSPH4A
Zup1	ZUP1
Cnnm4	CNNM4
Gjc3	GJC3
Aldoc	ALDOC
Cnnm3	CNNM3
Azgp1	AZGP1
Relb	RELB
Accs	ACCS
Cit	CIT
Pigs	PIGS
Ankrd23	ANKRD23
Rwdd1	RWDD1
Clptm1	CLPTM1
Unc119	UNC119
Trappc3l	TRAPPC3L
Ankrd39	ANKRD39
Calhm4	CALHM4
Calhm5	CALHM5
Foxn1	FOXN1
Calhm6	CALHM6
Sema4c	SEMA4C
Dse	DSE
Accsl	ACCSL
Apoc2	APOC2
Slc13a2	SLC13A2
Apoc4	APOC4
Sdf2	SDF2
Apoc1	APOC1
Ogfod3	OGFOD3
Tspyl1	TSPYL1
Nt5dc1	NT5DC1
Apoe	APOE
Hexd	HEXD
Gm13889	C11orf96
Alkbh3	ALKBH3
Fam178b	FAM178B
Tomm40	TOMM40
Nectin2	NECTIN2
Cybc1	CYBC1
Hrh3	HRH3
Tspyl4	TSPYL4
Neurod4	NEUROD4
Osbpl2	OSBPL2
Tespa1	TESPA1
Bcam	BCAM
Actr1b	ACTR1B
Lama5	LAMA5
Narf	NARF
4933424G06Rik	C2orf92
Cblc	CBLC
Zap70	ZAP70
Foxk2	FOXK2
Gas2l3	GAS2L3
Wdr45b	WDR45B
Nyap2	NYAP2
Rusf1	RUSF1
Rps21	RPS21
Optc	OPTC
Cables2	CABLES2
Fn3krp	FN3KRP
Nr1h4	NR1H4
Prkab1	PRKAB1
Fn3k	FN3K
Dstyk	DSTYK
Rbbp8nl	RBBP8NL
Mcmbp	MCMBP
Zfp750	ZNF750
Gata5	GATA5
Rab40b	RAB40B
Mir1a-1	MIR1-1
Tmem233	TMEM233
B3gnt2	B3GNT2
Slc17a8	SLC17A8
N4bp2	N4BP2
Sec23ip	SEC23IP
Gm56414	SNORA63
Commd1	COMMD1
Cimip1	CIMIP1
Rbbp5	RBBP5
Scyl2	SCYL2
Rab22a	RAB22A
Cct4	CCT4
Vapb	VAPB
Gm56128	SNORA73
Rhoh	RHOH
Sycn	SYCN
Chrna9	CHRNA9
Nccrp1	NCCRP1
Spata2	SPATA2
Pak4	PAK4
Efnb3	EFNB3
Rnf114	RNF114
Ankrd61	ANKRD61
Nme2	NME2
Acp7	ACP7
Tmem81	TMEM81
Aimp2	AIMP2
Atoh7	ATOH7
Cntn2	CNTN2
Mypn	MYPN
Pms2	PMS2
Snai1	SNAI1
Nme1	NME1
Ube2v1	UBE2V1
Tob1	TOB1
Wfikkn2	WFIKKN2
Herc4	HERC4
Ankrd40cl	ANKRD40CL
Luc7l3	LUC7L3
Peds1	PEDS1
Fbxo27	FBXO27
Cebpb	CEBPB
Gm55408	RNU6-551P
Tm9sf4	TM9SF4
Cebpa	CEBPA
Slc7a10	SLC7A10
Pi15	PI15
Tada1	TADA1
Pogk	POGK
Lrp3	LRP3
Sirt1	SIRT1
Plagl2	PLAGL2
Sned1	SNED1
Pofut1	POFUT1
Wdr88	WDR88
Gpatch1	GPATCH1
Ankrd40	ANKRD40
Kif3b	KIF3B
Dnajc12	DNAJC12
Abcc3	ABCC3
Asxl1	ASXL1
Lmtk2	LMTK2
Ctnna3	CTNNA3
Ccdc62	CCDC62
Nol4l	NOL4L
Rhpn2	RHPN2
Mterf4	MTERF4
Abcb9	ABCB9
Lrrtm3	LRRTM3
Faap24	FAAP24
Pask	PASK
Commd7	COMMD7
Cep89	CEP89
Ogfod2	OGFOD2
Snord100	SNORD100
Gm23130	SNORD101
Slc18b1	SLC18B1
Slc7a9	SLC7A9
Gm26446	RNU6-430P
Cacna1g	CACNA1G
Ano7	ANO7
Arl6ip4	ARL6IP4
Vnn1	VNN1
Taar1	TAAR1
Taar2	TAAR2
Taar5	TAAR5
Oasl1	OASL
Farp2	FARP2
Tdrd12	TDRD12
2210016L21Rik	C12orf43
Stk25	STK25
Hnf1a	HNF1A
Bok	BOK
Sppl3	SPPL3
Izumo2	IZUMO2
Uap1	UAP1
Zfp473	ZNF473
Acads	ACADS
Unc119b	UNC119B
Vrk3	VRK3
Gtpbp6	GTPBP6
Uhmk1	UHMK1
Zfp605	ZNF605
Atf5	ATF5
Uvssa	UVSSA
Nup62	NUP62
Spata46	SPATA46
